"","word","sentiment","lexicon","score"
"804","assurance","trust","nrc",NA
"805","assure","trust","nrc",NA
"806","assured","positive","nrc",NA
"807","assured","trust","nrc",NA
"808","assuredly","trust","nrc",NA
"809","astonishingly","positive","nrc",NA
"810","astonishingly","surprise","nrc",NA
"811","astonishment","joy","nrc",NA
"812","astonishment","positive","nrc",NA
"813","astonishment","surprise","nrc",NA
"814","astray","fear","nrc",NA
"815","astray","negative","nrc",NA
"816","astringent","negative","nrc",NA
"817","astrologer","anticipation","nrc",NA
"818","astrologer","positive","nrc",NA
"819","astronaut","positive","nrc",NA
"820","astronomer","anticipation","nrc",NA
"821","astronomer","positive","nrc",NA
"822","astute","positive","nrc",NA
"823","asylum","fear","nrc",NA
"824","asylum","negative","nrc",NA
"825","asymmetry","disgust","nrc",NA
"826","atheism","negative","nrc",NA
"827","atherosclerosis","fear","nrc",NA
"828","atherosclerosis","negative","nrc",NA
"829","atherosclerosis","sadness","nrc",NA
"830","athlete","positive","nrc",NA
"831","athletic","positive","nrc",NA
"832","atom","positive","nrc",NA
"833","atone","anticipation","nrc",NA
"834","atone","joy","nrc",NA
"835","atone","positive","nrc",NA
"836","atone","trust","nrc",NA
"837","atonement","positive","nrc",NA
"838","atrocious","anger","nrc",NA
"839","atrocious","disgust","nrc",NA
"840","atrocious","negative","nrc",NA
"841","atrocity","anger","nrc",NA
"842","atrocity","disgust","nrc",NA
"843","atrocity","fear","nrc",NA
"844","atrocity","negative","nrc",NA
"845","atrocity","sadness","nrc",NA
"846","atrophy","disgust","nrc",NA
"847","atrophy","fear","nrc",NA
"848","atrophy","negative","nrc",NA
"849","atrophy","sadness","nrc",NA
"850","attachment","positive","nrc",NA
"851","attack","anger","nrc",NA
"852","attack","fear","nrc",NA
"853","attack","negative","nrc",NA
"854","attacking","anger","nrc",NA
"855","attacking","disgust","nrc",NA
"856","attacking","fear","nrc",NA
"857","attacking","negative","nrc",NA
"858","attacking","sadness","nrc",NA
"859","attacking","surprise","nrc",NA
"860","attainable","anticipation","nrc",NA
"861","attainable","positive","nrc",NA
"862","attainment","positive","nrc",NA
"863","attempt","anticipation","nrc",NA
"864","attendance","anticipation","nrc",NA
"865","attendant","positive","nrc",NA
"866","attendant","trust","nrc",NA
"867","attention","positive","nrc",NA
"868","attentive","positive","nrc",NA
"869","attentive","trust","nrc",NA
"870","attenuated","negative","nrc",NA
"871","attenuation","negative","nrc",NA
"872","attenuation","sadness","nrc",NA
"873","attest","positive","nrc",NA
"874","attest","trust","nrc",NA
"875","attestation","trust","nrc",NA
"876","attorney","anger","nrc",NA
"877","attorney","fear","nrc",NA
"878","attorney","positive","nrc",NA
"879","attorney","trust","nrc",NA
"880","attraction","positive","nrc",NA
"881","attractiveness","positive","nrc",NA
"882","auction","anticipation","nrc",NA
"883","audacity","negative","nrc",NA
"884","audience","anticipation","nrc",NA
"885","auditor","fear","nrc",NA
"886","auditor","trust","nrc",NA
"887","augment","positive","nrc",NA
"888","august","positive","nrc",NA
"889","aunt","positive","nrc",NA
"890","aunt","trust","nrc",NA
"891","aura","positive","nrc",NA
"892","auspicious","anticipation","nrc",NA
"893","auspicious","joy","nrc",NA
"894","auspicious","positive","nrc",NA
"895","austere","fear","nrc",NA
"896","austere","negative","nrc",NA
"897","austere","sadness","nrc",NA
"898","austerity","negative","nrc",NA
"899","authentic","joy","nrc",NA
"900","authentic","positive","nrc",NA
"901","authentic","trust","nrc",NA
"902","authenticate","trust","nrc",NA
"903","authentication","trust","nrc",NA
"904","authenticity","positive","nrc",NA
"905","authenticity","trust","nrc",NA
"906","author","positive","nrc",NA
"907","author","trust","nrc",NA
"908","authoritative","positive","nrc",NA
"909","authoritative","trust","nrc",NA
"910","authority","positive","nrc",NA
"911","authority","trust","nrc",NA
"912","authorization","positive","nrc",NA
"913","authorization","trust","nrc",NA
"914","authorize","trust","nrc",NA
"915","authorized","positive","nrc",NA
"916","autocratic","negative","nrc",NA
"917","automatic","trust","nrc",NA
"918","autopsy","disgust","nrc",NA
"919","autopsy","fear","nrc",NA
"920","autopsy","negative","nrc",NA
"921","autopsy","sadness","nrc",NA
"922","avalanche","fear","nrc",NA
"923","avalanche","negative","nrc",NA
"924","avalanche","sadness","nrc",NA
"925","avalanche","surprise","nrc",NA
"926","avarice","anger","nrc",NA
"927","avarice","disgust","nrc",NA
"928","avarice","negative","nrc",NA
"929","avatar","positive","nrc",NA
"930","avenger","anger","nrc",NA
"931","avenger","negative","nrc",NA
"932","averse","anger","nrc",NA
"933","averse","disgust","nrc",NA
"934","averse","fear","nrc",NA
"935","averse","negative","nrc",NA
"936","aversion","anger","nrc",NA
"937","aversion","disgust","nrc",NA
"938","aversion","fear","nrc",NA
"939","aversion","negative","nrc",NA
"940","avoid","fear","nrc",NA
"941","avoid","negative","nrc",NA
"942","avoidance","fear","nrc",NA
"943","avoidance","negative","nrc",NA
"944","avoiding","fear","nrc",NA
"945","await","anticipation","nrc",NA
"946","award","anticipation","nrc",NA
"947","award","joy","nrc",NA
"948","award","positive","nrc",NA
"949","award","surprise","nrc",NA
"950","award","trust","nrc",NA
"951","awful","anger","nrc",NA
"952","awful","disgust","nrc",NA
"953","awful","fear","nrc",NA
"954","awful","negative","nrc",NA
"955","awful","sadness","nrc",NA
"956","awkwardness","disgust","nrc",NA
"957","awkwardness","negative","nrc",NA
"958","awry","negative","nrc",NA
"959","axiom","trust","nrc",NA
"960","axiomatic","trust","nrc",NA
"961","ay","positive","nrc",NA
"962","aye","positive","nrc",NA
"963","babble","negative","nrc",NA
"964","babbling","negative","nrc",NA
"965","baboon","disgust","nrc",NA
"966","baboon","negative","nrc",NA
"967","baby","joy","nrc",NA
"968","baby","positive","nrc",NA
"969","babysitter","trust","nrc",NA
"970","baccalaureate","positive","nrc",NA
"971","backbone","anger","nrc",NA
"972","backbone","positive","nrc",NA
"973","backbone","trust","nrc",NA
"974","backer","trust","nrc",NA
"975","backward","negative","nrc",NA
"976","backwards","disgust","nrc",NA
"977","backwards","negative","nrc",NA
"978","backwater","negative","nrc",NA
"979","backwater","sadness","nrc",NA
"980","bacteria","disgust","nrc",NA
"981","bacteria","fear","nrc",NA
"982","bacteria","negative","nrc",NA
"983","bacteria","sadness","nrc",NA
"984","bacterium","disgust","nrc",NA
"985","bacterium","fear","nrc",NA
"986","bacterium","negative","nrc",NA
"987","bad","anger","nrc",NA
"988","bad","disgust","nrc",NA
"989","bad","fear","nrc",NA
"990","bad","negative","nrc",NA
"991","bad","sadness","nrc",NA
"992","badge","trust","nrc",NA
"993","badger","anger","nrc",NA
"994","badger","negative","nrc",NA
"995","badly","negative","nrc",NA
"996","badly","sadness","nrc",NA
"997","badness","anger","nrc",NA
"998","badness","disgust","nrc",NA
"999","badness","fear","nrc",NA
"1000","badness","negative","nrc",NA
"1001","bailiff","fear","nrc",NA
"1002","bailiff","negative","nrc",NA
"1003","bailiff","trust","nrc",NA
"1004","bait","fear","nrc",NA
"1005","bait","negative","nrc",NA
"1006","bait","trust","nrc",NA
"1007","balance","positive","nrc",NA
"1008","balanced","positive","nrc",NA
"1009","bale","fear","nrc",NA
"1010","bale","negative","nrc",NA
"1011","balk","negative","nrc",NA
"1012","ballad","positive","nrc",NA
"1013","ballet","positive","nrc",NA
"1014","ballot","anticipation","nrc",NA
"1015","ballot","positive","nrc",NA
"1016","ballot","trust","nrc",NA
"1017","balm","anticipation","nrc",NA
"1018","balm","joy","nrc",NA
"1019","balm","negative","nrc",NA
"1020","balm","positive","nrc",NA
"1021","balsam","positive","nrc",NA
"1022","ban","negative","nrc",NA
"1023","bandit","negative","nrc",NA
"1024","bane","anger","nrc",NA
"1025","bane","disgust","nrc",NA
"1026","bane","fear","nrc",NA
"1027","bane","negative","nrc",NA
"1028","bang","anger","nrc",NA
"1029","bang","disgust","nrc",NA
"1030","bang","fear","nrc",NA
"1031","bang","negative","nrc",NA
"1032","bang","sadness","nrc",NA
"1033","bang","surprise","nrc",NA
"1034","banger","anger","nrc",NA
"1035","banger","anticipation","nrc",NA
"1036","banger","fear","nrc",NA
"1037","banger","negative","nrc",NA
"1038","banger","surprise","nrc",NA
"1039","banish","anger","nrc",NA
"1040","banish","disgust","nrc",NA
"1041","banish","fear","nrc",NA
"1042","banish","negative","nrc",NA
"1043","banish","sadness","nrc",NA
"1044","banished","anger","nrc",NA
"1045","banished","fear","nrc",NA
"1046","banished","negative","nrc",NA
"1047","banished","sadness","nrc",NA
"1048","banishment","anger","nrc",NA
"1049","banishment","disgust","nrc",NA
"1050","banishment","negative","nrc",NA
"1051","banishment","sadness","nrc",NA
"1052","bank","trust","nrc",NA
"1053","banker","trust","nrc",NA
"1054","bankrupt","fear","nrc",NA
"1055","bankrupt","negative","nrc",NA
"1056","bankrupt","sadness","nrc",NA
"1057","bankruptcy","anger","nrc",NA
"1058","bankruptcy","disgust","nrc",NA
"1059","bankruptcy","fear","nrc",NA
"1060","bankruptcy","negative","nrc",NA
"1061","bankruptcy","sadness","nrc",NA
"1062","banquet","anticipation","nrc",NA
"1063","banquet","joy","nrc",NA
"1064","banquet","positive","nrc",NA
"1065","banshee","anger","nrc",NA
"1066","banshee","disgust","nrc",NA
"1067","banshee","fear","nrc",NA
"1068","banshee","negative","nrc",NA
"1069","banshee","sadness","nrc",NA
"1070","baptism","positive","nrc",NA
"1071","baptismal","joy","nrc",NA
"1072","baptismal","positive","nrc",NA
"1073","barb","anger","nrc",NA
"1074","barb","negative","nrc",NA
"1075","barbarian","fear","nrc",NA
"1076","barbarian","negative","nrc",NA
"1077","barbaric","anger","nrc",NA
"1078","barbaric","disgust","nrc",NA
"1079","barbaric","fear","nrc",NA
"1080","barbaric","negative","nrc",NA
"1081","barbarism","negative","nrc",NA
"1082","bard","positive","nrc",NA
"1083","barf","disgust","nrc",NA
"1084","bargain","positive","nrc",NA
"1085","bargain","trust","nrc",NA
"1086","bark","anger","nrc",NA
"1087","bark","negative","nrc",NA
"1088","barred","negative","nrc",NA
"1089","barren","negative","nrc",NA
"1090","barren","sadness","nrc",NA
"1091","barricade","fear","nrc",NA
"1092","barricade","negative","nrc",NA
"1093","barrier","anger","nrc",NA
"1094","barrier","negative","nrc",NA
"1095","barrow","disgust","nrc",NA
"1096","bartender","trust","nrc",NA
"1097","barter","trust","nrc",NA
"1098","base","trust","nrc",NA
"1099","baseless","negative","nrc",NA
"1100","basketball","anticipation","nrc",NA
"1101","basketball","joy","nrc",NA
"1102","basketball","positive","nrc",NA
"1103","bastard","disgust","nrc",NA
"1104","bastard","negative","nrc",NA
"1105","bastard","sadness","nrc",NA
"1106","bastion","anger","nrc",NA
"1107","bastion","positive","nrc",NA
"1108","bath","positive","nrc",NA
"1109","battalion","anger","nrc",NA
"1110","batter","anger","nrc",NA
"1111","batter","fear","nrc",NA
"1112","batter","negative","nrc",NA
"1113","battered","fear","nrc",NA
"1114","battered","negative","nrc",NA
"1115","battered","sadness","nrc",NA
"1116","battery","anger","nrc",NA
"1117","battery","negative","nrc",NA
"1118","battle","anger","nrc",NA
"1119","battle","negative","nrc",NA
"1120","battled","anger","nrc",NA
"1121","battled","fear","nrc",NA
"1122","battled","negative","nrc",NA
"1123","battled","sadness","nrc",NA
"1124","battlefield","fear","nrc",NA
"1125","battlefield","negative","nrc",NA
"1126","bawdy","negative","nrc",NA
"1127","bayonet","anger","nrc",NA
"1128","bayonet","fear","nrc",NA
"1129","bayonet","negative","nrc",NA
"1130","beach","joy","nrc",NA
"1131","beam","joy","nrc",NA
"1132","beam","positive","nrc",NA
"1133","beaming","anticipation","nrc",NA
"1134","beaming","joy","nrc",NA
"1135","beaming","positive","nrc",NA
"1136","bear","anger","nrc",NA
"1137","bear","fear","nrc",NA
"1138","bearer","negative","nrc",NA
"1139","bearish","anger","nrc",NA
"1140","bearish","fear","nrc",NA
"1141","beast","anger","nrc",NA
"1142","beast","fear","nrc",NA
"1143","beast","negative","nrc",NA
"1144","beastly","disgust","nrc",NA
"1145","beastly","fear","nrc",NA
"1146","beastly","negative","nrc",NA
"1147","beating","anger","nrc",NA
"1148","beating","fear","nrc",NA
"1149","beating","negative","nrc",NA
"1150","beating","sadness","nrc",NA
"1151","beautification","joy","nrc",NA
"1152","beautification","positive","nrc",NA
"1153","beautification","trust","nrc",NA
"1154","beautiful","joy","nrc",NA
"1155","beautiful","positive","nrc",NA
"1156","beautify","joy","nrc",NA
"1157","beautify","positive","nrc",NA
"1158","beauty","joy","nrc",NA
"1159","beauty","positive","nrc",NA
"1160","bedrock","positive","nrc",NA
"1161","bedrock","trust","nrc",NA
"1162","bee","anger","nrc",NA
"1163","bee","fear","nrc",NA
"1164","beer","joy","nrc",NA
"1165","beer","positive","nrc",NA
"1166","befall","negative","nrc",NA
"1167","befitting","positive","nrc",NA
"1168","befriend","joy","nrc",NA
"1169","befriend","positive","nrc",NA
"1170","befriend","trust","nrc",NA
"1171","beg","negative","nrc",NA
"1172","beg","sadness","nrc",NA
"1173","beggar","negative","nrc",NA
"1174","beggar","sadness","nrc",NA
"1175","begging","negative","nrc",NA
"1176","begun","anticipation","nrc",NA
"1177","behemoth","fear","nrc",NA
"1178","behemoth","negative","nrc",NA
"1179","beholden","negative","nrc",NA
"1180","belated","negative","nrc",NA
"1181","believed","trust","nrc",NA
"1182","believer","trust","nrc",NA
"1183","believing","positive","nrc",NA
"1184","believing","trust","nrc",NA
"1185","belittle","anger","nrc",NA
"1186","belittle","disgust","nrc",NA
"1187","belittle","fear","nrc",NA
"1188","belittle","negative","nrc",NA
"1189","belittle","sadness","nrc",NA
"1190","belligerent","anger","nrc",NA
"1191","belligerent","fear","nrc",NA
"1192","belligerent","negative","nrc",NA
"1193","bellows","anger","nrc",NA
"1194","belt","anger","nrc",NA
"1195","belt","fear","nrc",NA
"1196","belt","negative","nrc",NA
"1197","bender","negative","nrc",NA
"1198","benefactor","positive","nrc",NA
"1199","benefactor","trust","nrc",NA
"1200","beneficial","positive","nrc",NA
"1201","benefit","positive","nrc",NA
"1202","benevolence","joy","nrc",NA
"1203","benevolence","positive","nrc",NA
"1204","benevolence","trust","nrc",NA
"1205","benign","joy","nrc",NA
"1206","benign","positive","nrc",NA
"1207","bequest","trust","nrc",NA
"1208","bereaved","negative","nrc",NA
"1209","bereaved","sadness","nrc",NA
"1210","bereavement","negative","nrc",NA
"1211","bereavement","sadness","nrc",NA
"1212","bereft","negative","nrc",NA
"1213","berserk","anger","nrc",NA
"1214","berserk","negative","nrc",NA
"1215","berth","positive","nrc",NA
"1216","bestial","disgust","nrc",NA
"1217","bestial","fear","nrc",NA
"1218","bestial","negative","nrc",NA
"1219","betray","anger","nrc",NA
"1220","betray","disgust","nrc",NA
"1221","betray","negative","nrc",NA
"1222","betray","sadness","nrc",NA
"1223","betray","surprise","nrc",NA
"1224","betrayal","anger","nrc",NA
"1225","betrayal","disgust","nrc",NA
"1226","betrayal","negative","nrc",NA
"1227","betrayal","sadness","nrc",NA
"1228","betrothed","anticipation","nrc",NA
